,subscriber,id,marca,color,placa
1138,False,df0d6c0d2b6d484cb74e6e54fb0a4703,renault,Maroon,ACZ53W
1139,False,e0f6f367a62d40b0abcd07bd8b27cd55,citroen,DarkRed,FUR277
1140,False,f6e716c7759f441ba4cec9bdbc7477d5,citroen,SkyBlue,CAQ69C
1141,False,244a146e3e8c4736b8a26d9c44a6f128,toyota,Cornsilk,SBZ173
1142,False,6d9a5745189d4b55804d32b6633fbd87,renault,IndianRed,HGV462
1143,False,498d2f4f842f4b4e954b66eb73424541,nissan,OliveDrab,ADY88N
1144,False,3e276557d0f64811823a41227d707fb7,seat,LightSlateGray,XVC483
1145,False,4a4c06a0cc1649608a5b91f26ccd7745,audi,DarkKhaki,IPX748
1146,False,1d3a72b7fedb43ac909f3a8dce457868,volkswagen,DarkCyan,SYW36O
1147,False,191ce98ca5704ddbbac1e9cd0398422b,seat,Khaki,SJD52A
1148,True,df4d00695ad846c0a8a66e90c2e20d12,kia,Lavender,TWX000
1149,False,f10af393f1604b90b248f6ffa3e9d96e,peugeot,Crimson,DNA46T
1150,False,dd446b3e65a241e18ab26227b2df043e,bmw,Plum,CCP19F
1151,False,836afa5ddabb4e228907eb8d7fd43944,hyundai,Yellow,WYQ924
1152,True,e8fe654777394766bbf62e30048ef54d,ford,ForestGreen,UNB211
1153,False,f801f2e3096c49b1869e5f187aff47ca,volvo,PaleGoldenRod,JKI700
1154,True,cbd30862cff14b28a2646879903b71a5,volvo,CornflowerBlue,VJE920
1155,True,9b882598301c479dbf3e4a03a7cf714d,audi,Aquamarine,GJF064
1156,False,527cfddd6b9c410a8f5f461a35868682,bmw,BlueViolet,VBJ57D
1157,True,c9ddef3d873e4d9f9ae2a923bdfb9d94,volkswagen,Tan,VOY134
1158,True,faa268449d3d4e4fb90488df0600c3de,audi,Purple,JMN00N
1159,False,a480e2a6d14c47589417a7f74f791f27,kia,ForestGreen,VOX320
1160,False,477575905bab4d6b82a5952feaae0b20,hyundai,Thistle,HMR105
1161,False,1766b6fc06fc41caae77631646fb7396,audi,LightYellow,JDF96A
1162,False,b0be6a221a474c4a890b6f5d478d3159,toyota,RoyalBlue,OJL099
1163,True,e8763c1ae7aa49338adbc4006849879c,seat,AliceBlue,KNC74K
1164,True,967cab9abe4142bba4f2192b2b9ecdb8,volvo,PaleGoldenRod,IFX31O
1165,True,eacbd4bd31414d4d8695b8b94ad2beb2,kia,Tomato,GEU94J
1166,False,980f0b0a8801405faf69228beaa70c5b,renault,Cyan,HPD753
1167,True,eca105187ecc4048b3468b4eba95c7e9,volkswagen,DarkKhaki,MFN50F
1168,False,a0e20042f6c149ec9b689af68a816fb7,renault,DarkGreen,GZM397
1169,False,606071478542445b86e94e79e7b0da25,volkswagen,Gold,XVQ160
1170,False,17f9ed31c23948f5b655ecce37b45a34,volkswagen,Green,FSB029
1171,True,0e10cf9d581f4bdc9b7f54b637267941,volkswagen,Snow,LUK431
1172,False,f20ed108cf4a4b47bcf051ab074930d3,toyota,Ivory,UZB542
1173,True,f5c5c83b238543f88a4980cb2d616307,audi,SlateBlue,VFP853
1174,False,f609e09a22744e728d0a1e87b64dd391,peugeot,Azure,LRR07R
1175,True,152519d53bf04d8bb0aa3d39caca2cc0,audi,Olive,JMC016
1176,True,addde2a55eef4054ab576eeb1055ff40,renault,DarkSeaGreen,TEZ000
1177,False,348e834a9035472cb627a42415d48845,bmw,SkyBlue,R86191
1178,False,27e0388279504135863d17eef2d14d09,ford,PaleVioletRed,SMO109
1179,False,67407a83b21340509b7cbfd07f27b945,seat,Azure,KZG273
1180,True,6ad80841f05640198ea0d5d22e22739a,audi,Crimson,BHZ871
1181,False,292843d65c2a46bebd9307e34d71c912,nissan,Violet,PGU706
1182,True,9e58a3b0620b44b2be67e6514c1ae140,mercedes,PaleGreen,PAL487
1183,False,d341974e8b11458eaa8ae9a4a9b08ec0,audi,Thistle,DBY482
1184,False,e632d10000bf4b6d9a1bce5e5be44f34,audi,DimGray,RPS152
1185,False,0c0aa0d8e48a441bbef1c15c49041847,volvo,BurlyWood,BXQ375
1186,True,44f81ef548e54009b1efcffc4e4a096b,toyota,MediumTurquoise,YWU016
1187,False,c19dbfcbbfcb4674a57a935f571172b1,volkswagen,Thistle,NDS28F
1188,False,1ef3b5eb505642c08584e3e725c32a88,nissan,NavajoWhite,KZF071
1189,False,60aabc9e75ec45f7b8a2d1fb90c3380a,volkswagen,IndianRed,UPF390
1190,True,60f5144448994b6b92901a7c1525f3de,seat,ForestGreen,KRV078
1191,False,6de644cd85a54cbaa1dbf95e5ccdc668,volvo,SkyBlue,PFU48I
1192,False,a9b74a50e35d4f12a4708230abb3af41,peugeot,PaleGreen,S26497
1193,True,8c0fd2e149bc418886225ab717bd661a,citroen,Black,T2269
1194,True,e35a0b09b8b244db8a66727fa4e22ff2,volvo,FloralWhite,YXF855
1195,True,9f89ca678b534681b26c09360134cd8a,renault,LightCoral,RPM750
1196,True,35eec8fe5ef842b8a49dbea28366a0ad,hyundai,MediumOrchid,QMJ55B
1197,True,b59b8803b8624e98a570ebe7acb09cc6,volkswagen,Salmon,AEW24T
1198,False,f78f73b3dcef4f4bb50416e1383438b6,mercedes,Bisque,ZPO49A
1199,False,6b35e11581ed45748aab82e34996dc19,volkswagen,DarkGoldenRod,EZT501
1200,False,da2bc4018b3a48a8af28a24c4cade32c,peugeot,Yellow,FCJ081
1201,False,6c9281c6c460427ba7bcc0c0461981f6,seat,SeaGreen,QDD154
1202,False,10e2aab3c2e640ea8e569961755856f7,nissan,PaleGoldenRod,KER051
1203,False,c34a9072e3344bb4b15d662da8f7e96d,bmw,Chartreuse,SRZ236
1204,True,2d58a1489608484f848fd6be7c9e3aaf,kia,SteelBlue,YNI124
1205,False,7734c8d8f90c438a89cba7e1a2df9a87,kia,Azure,IPL899
1206,False,5cf273b0aa2e4cd782ee4326623d6a3a,hyundai,DodgerBlue,TZB25N
1207,True,aac0db0ac63f4fa89e7099008b8e803b,ford,Cyan,GGB989
1208,True,d86a45dd9ab64c7e883bdb12d23a395b,citroen,Linen,NVU18J
1209,False,fa8b9b6648504fe28659142e32889ed8,volvo,Violet,ODH451
1210,True,cc58c445ea704855837cf4fd193e30e0,renault,WhiteSmoke,MPS650
1211,True,b3f602cf8be7426a9209185e4873d4f3,mercedes,Peru,ATG454
1212,False,a23da38e65ab496e8b66f6bfacb7e300,toyota,DarkRed,R89339
1213,False,43b2c61d56144d6495acea6e327b55c4,renault,DarkSeaGreen,HST340
1214,False,17da34264b6c47c283ea6ba600f28d46,citroen,DarkGray,QSG397
1215,True,54afd2860c554989a13b577291c41d5f,renault,DarkOrchid,HRQ60T
1216,False,2f182ca3df0641bea6c5f06a83559917,nissan,Cornsilk,ATB261
1217,False,af2db556b0b14efabd86b772f9a93712,ford,DarkRed,UZF745
1218,False,fb532ec550fd40c6b31fc74308c8e927,renault,Magenta,T3109
1219,True,1a77b94921d640d39798cc112554049e,volkswagen,GhostWhite,ZTR028
1220,False,936889c757e043b4a94f8ae1a558f0cc,bmw,Turquoise,XBG389
1221,True,1c75f82f73dc4d62aff9983ddb46beea,audi,Beige,S90204
1222,True,20c7e3c67811490a84ae7526be06eed6,toyota,DarkSlateBlue,MQN966
1223,False,5526900df0964da295b7e6c9bc84180e,peugeot,MintCream,CJN82B
1224,False,aa2e099cd4044608a3d589f088c54073,ford,LightSlateGray,WFC431
1225,True,b0f1cb75888d4d059999a6a95dfd18c0,peugeot,LightPink,JMQ92H
1226,True,8a1e13214aec4731bb494668097a6cbf,kia,MediumAquaMarine,VIO197
1227,True,15d3ffb32e81467c83ca7702ecfd327b,mercedes,Chocolate,PJ2540
1228,True,5283fee66d984a81931c726a02116e62,ford,Coral,VHM55M
1229,True,85bff021afbc49d588904b1a58011835,volkswagen,LightSkyBlue,RVA246
1230,True,ec51ca09ca6c485f871d2f1e0e6afd6a,kia,GoldenRod,AFP52X
1231,True,78ccfb2cc2f544ea94c3d33cf2d4b44a,citroen,Fuchsia,JFH32M
1232,False,0de4bbcf4bae413ead02cba955b3f786,kia,SandyBrown,UFL593
1233,False,f1e6079aeb7141bfa1f59c9f3dbf2059,mercedes,PaleTurquoise,OYR36F
1234,False,5e2f1a1a8ac041babfc2187c96c18987,volvo,Black,BGZ602
1235,False,e6e13e48820549fb85d203ed6c008bcc,kia,DarkViolet,YEI774
1236,False,7572afa77fd2432d98b5abf3136ec114,volkswagen,SeaGreen,FHK29D
1237,False,5d8322e8df6c4db18256573f4606fa0c,audi,DarkSeaGreen,AUT13N
1238,False,d6121458ef2a45d798c7abad343a08ad,toyota,LightBlue,CLQ95N
1239,False,5bd8250e65ce4715a0976b6bd059a730,citroen,Olive,QWJ40R
1240,False,f9efc571f7fe4cc18f2ed8ff38880053,citroen,SeaShell,FJX300
1241,False,ef8ab41afa444140b5c0c6d9c57d4ffe,toyota,PapayaWhip,BWW93G
1242,True,b6d4f4482a224cf88b9adcb81a870f98,volkswagen,Silver,GDY039
1243,True,36828d1b54354a369a41f1fbe495a1dd,volkswagen,DarkRed,PWW90W
1244,True,c9ad3812ae9b4e55838a31f032e74eb1,mercedes,MediumAquaMarine,IZD29I
1245,False,d20a387d75594dc9a25a252b6b9a909a,peugeot,Orange,OIR628
1246,False,580c29b3385e4a90a55a484b2e133ff4,peugeot,LawnGreen,CYQ314
1247,False,0a8f91fe115f4206a0651ceaa824b3e6,bmw,Gray,WKD137
1248,False,030821b6b93c4ab2b9a8d049cf400cbc,ford,BlanchedAlmond,CSI06B
1249,True,95d1746cca0440339da4193f60b620eb,nissan,MidnightBlue,WPS710
1250,False,1cc6f1c767ec4feaab367a2607811bb6,hyundai,Gold,KJS398
1251,True,d40c667531354e7e97d5124c02547492,toyota,PapayaWhip,UCR736
1252,False,296e72c63b224ae2aec8a845eae5a3df,peugeot,AntiqueWhite,KBV16S
1253,True,72e579917bb046a7ba50725d8eb21b02,renault,Crimson,MDN55G
1254,True,611ac670787c4241910a582bba8d540c,ford,DarkGray,PDM349
1255,False,db131b2f21e648a6aa13488ca08f544f,hyundai,Lavender,FQA464
1256,True,38fbbdb6f188462789ee8c7026f08cb6,citroen,DarkBlue,HJR41F
1257,True,b41065cbe95a4fb8adb1b8b527ada1cc,volkswagen,DarkGoldenRod,AUU785
1258,True,d9f8d7ce35184422a59d6c79818d473c,seat,Orchid,DDF460
1259,True,ae1dd6b1c5af41dfaec7263ac62f58d8,peugeot,PaleTurquoise,JKJ564
1260,True,d1b0769ae78a469ba3a6fb71af7bd792,peugeot,SeaGreen,NKX30O
1261,True,5c129d07e7a24e9f943562997eef57ee,hyundai,Teal,ABS613
1262,False,37b87c300893427b8f035fd0c8b8cd33,hyundai,SlateGray,SFA133
1263,False,0e09e140288f4a0bab82a65f972df7d4,audi,LightSeaGreen,PEH964
1264,False,d22c6fc1c28b4005a546939b82dd555c,renault,PaleGreen,SJV522
1265,False,28dd8bf8356b422cbc4a07aaf83a242d,peugeot,Bisque,URM325
1266,True,6cd2bdf752434f0fa9e192d762fd03fb,bmw,GoldenRod,T6954
1267,False,aa1b5514c6b5437eb92be961683440ec,volkswagen,SaddleBrown,HTT97Y
1268,False,597592630cb34f9a94c403842d3adadf,ford,MediumTurquoise,ARV493
1269,False,e24393128f484b5884b75f559bb2d70f,bmw,Indigo,LDG75Z
1270,True,ee83c5322314424390adaaa71a848277,bmw,Orange,IXQ269
1271,True,6fe52cc4d9574dcbbe6bd96bcaa980dd,hyundai,YellowGreen,IVM08D
1272,False,9e039d71f4a44d30987df5d65d0f868b,volvo,LightSlateGray,TSA984
1273,True,39dbdadc7e9946de9486fb5d7d0eda81,seat,MediumTurquoise,RPV041
1274,True,417f3039609d4e1491e6ecb9b0782574,volvo,Plum,WXQ067
1275,True,448688ef79044c4d9ed6ea35f12401c4,citroen,DarkOrchid,LXR277
1276,False,06a3c48cf8924fdfbca1e867bbdbd4e5,toyota,Violet,KTG188
1277,True,ea638ad2e2ed490294400cc767e75deb,bmw,SpringGreen,RIB872
1278,False,9e7c486f80d34f1ba1ad07b529e9997c,hyundai,LightSlateGray,YFB620
1279,True,5db400e107e947f7a3e44c3e0b4d9091,volvo,Cornsilk,YZL279
1280,True,2d76e2f3f20f4989990cb85b131630b0,nissan,BlueViolet,SOS304
1281,False,654e8fdad61e4f40b4fda65852383dcc,seat,LightGray,ZSC583
1282,False,278167795b054f65b8cc263c4804f09c,volvo,Cornsilk,FZH570
1283,True,f17cff62372e412398dbe9f2b25351fa,kia,DimGray,XRE32S
1284,True,fcf3c8061d5f4c6fba9c3fcd76b19b82,audi,SteelBlue,IED974
1285,True,c36a01c1e56149768fad51ab3e18834a,bmw,DarkOliveGreen,LV5979
1286,False,470ab051b2ac4a17a1e136ee6f1ef709,ford,HotPink,ITI16J
1287,True,55a48946335d4360ba4e15bf029e27f7,seat,OldLace,DTP65Q
1288,False,fab6f806803740b1b6dccfba8ae338e1,citroen,SlateGray,YHQ907
1289,True,f547a5428f1b44b4bd5d8e6a8ea99cac,kia,DarkGray,FJK908
1290,True,1f297464d9664a0e870f31b311e0a20f,citroen,SeaGreen,UDT85J
1291,False,495b3061506c48e39e06e51a752fe9b3,bmw,DeepPink,CTN357
1292,True,f4cf16c082db461bb2c4850199ec0de4,nissan,Wheat,WBC63F
1293,True,68ea134f632e4fd28b6bd82e50e58467,seat,LavenderBlush,EKR27D
1294,False,606247926ca24f57a7610767fbd656d1,toyota,Silver,FRJ428
1295,True,bc9d65be6c974a54a4eebadc332070e6,nissan,Beige,JOF532
1296,False,3e146e3ef883439fad74517de0b72edd,volvo,PapayaWhip,WOG383
1297,True,6fc1f1d8a7b34bc8a9c9ab5bd0c0e01b,volvo,GreenYellow,MGF570
1298,True,e4b6de53cda949dc9ae7f4b7b8178a44,toyota,FloralWhite,KQS79J
1299,False,b3ec20e3d12345d9b516b8463c63d9d4,citroen,LightSeaGreen,ZSK956
1300,True,141cf12f891348679a398f2eacffc056,hyundai,LightSteelBlue,VGX865
1301,True,7f7975795c454876993882d6e52c0bfd,ford,SaddleBrown,BWU42O
1302,True,c20b5fcd42074ab9b728dd0681b94b79,seat,DarkOrchid,EVU79D
1303,False,d4b8bc9bdf9a45e2b44b9b308601f1fb,kia,Cornsilk,AEC706
1304,False,e9379ebf49234568819a1ee7cd88a12b,audi,DarkViolet,QAD682
1305,True,eae694beed1d4e10bfc93e142de66716,toyota,DarkSeaGreen,OXJ89T
1306,True,62fef9391cb942e99ece4f00ee7501f7,volvo,RoyalBlue,MAC690
1307,False,656123111e7a48c4a4d600ba3280ccd4,mercedes,SpringGreen,CEK442
1308,True,f80b5a60afcf4914a9bd5db99b0198bb,toyota,SteelBlue,XEP962
1309,True,ee53195276a54216a2c21eaab11812b4,ford,SaddleBrown,REF616
1310,False,3bbaf5578e1049a48e1565c5574abe26,volkswagen,DarkKhaki,ARV854
1311,True,835080c6be0e41bd9ac8c8998c5f10d8,audi,SlateGray,RSK022
1312,False,f03642196ee048e4856db6902ee19e3a,seat,RosyBrown,XQK81V
1313,False,d05b5b1bfcd044de8906f4e820745335,bmw,MediumSlateBlue,ALI764
1314,True,aeb9fe8127fc490fb0bf22433314176c,nissan,PaleTurquoise,WUC286
1315,False,d3da6f7974334621b6cec5ac4de67903,bmw,Aqua,YKY334
1316,True,da418c4318ec4b93b0edfe7c4f9d704e,renault,Maroon,CGK999
1317,False,3db6197dc15c408082dbe0f3c7f24c42,seat,Black,YTU297
1318,True,27958671ff774201a6b0f81a835d8144,citroen,PaleGreen,PQK96R
1319,True,89ec0876666e49beb7911d927524aa66,peugeot,Gray,CZQ121
1320,False,02e12b045f604f6a98d075f5b238ca8b,audi,Gainsboro,BIU954
1321,True,034f6db95cf147ea84880317861cf317,hyundai,MediumBlue,ZQQ24E
1322,False,8d5d0261ee7945319bb1109d7d6c9e5f,ford,Chocolate,QIB68X
1323,True,6c2ce731faca42879ecc7ddb23e7574b,audi,Bisque,T0162
1324,True,c5fbf614414344db939f3c3c27d15b58,audi,Cyan,ZIG19X
1325,True,e8a095fa0f7e46c699b7daf741ea64aa,mercedes,PaleGoldenRod,ZCQ269
1326,False,6939353e82c54c40bde99124dae1f04a,ford,DarkOliveGreen,NAR667
1327,False,5120fe368319460cacf56241f3799fb1,nissan,LightYellow,XUF934
1328,False,105234ee238f416e8d6c933e2a26d012,peugeot,Orange,TGD838
1329,True,01ef178763fc439790f296c938680b56,toyota,PaleVioletRed,FQZ196
1330,False,47d4775fa4804aeaa22d990376f97578,volkswagen,PaleGoldenRod,DFX309
1331,False,31ee957c9b594928bd509f291c1fbdee,ford,HoneyDew,ADJ59E
1332,True,cbf4e257454540c3ab48ba050ee0f1e4,toyota,DarkMagenta,PHG744
1333,True,8151035d05684a71bb7382416684e667,nissan,YellowGreen,EFQ279
1334,False,1656b7fe4ad7492c83111ff8929ae62a,ford,DarkViolet,CMD16W
1335,False,d10353b736e1422e9038766758568ea1,peugeot,BlanchedAlmond,AAJ199
1336,False,50bc65337e5d42b6a1becfb91742f4da,seat,DarkGray,T7626
1337,True,59b1710a4a954e12ac90a89b4955096e,toyota,WhiteSmoke,RWF23Q
1338,True,32646f356c874ca1bbead7167923036c,seat,DarkSlateGray,T4218
1339,False,9b49fbe9ea3e4ab7aaea76c5d3a41ddd,hyundai,Plum,S90086
1340,False,ae5afbe768124fecb8e2cebcac2c5e33,citroen,SeaShell,ELZ995
1341,True,5199781622c64f69950d969e2b3455cb,renault,Orchid,ZUD233
1342,True,f7404f162b874034b342f863302efda9,peugeot,RoyalBlue,TAD66B
1343,False,9d17ca16ed2549f081c5302c8d260867,volkswagen,SandyBrown,CKI070
1344,False,9f73e6b158f2414a98001fdabb058302,renault,Turquoise,KRI65W
1345,True,35b7e9ac897943dda827bf913f8cbd2b,volkswagen,AliceBlue,OPF94E
1346,False,919fc668f4094b64a086aed4dd594e34,peugeot,PaleTurquoise,RTT47J
1347,False,f6f3f002499744f1bf87c338dcfd4b6b,bmw,DarkRed,SBW120
1348,False,74f307cff97c4424a2584f5a6bcea022,renault,LightGoldenRodYellow,BQG442
1349,False,c2cd6d1fc9d047aca2da0af017848ea4,peugeot,MediumPurple,AZH354
1350,True,7ad6b9218ca341d6a7b1eb5dbbf3dcd8,hyundai,DodgerBlue,YEW597
1351,True,6ba7c8c7c8384156950a3cdca0408c71,audi,DodgerBlue,TY5847
1352,False,caef65c81c594656aa039d044c3fce1f,toyota,GreenYellow,ELH707
1353,True,d49ecf098a3e4a96b014492c6ce84401,toyota,NavajoWhite,WHY30G
1354,False,3357515291754215a984b69cb0e838e8,ford,Coral,GCJ590
1355,True,d04dcea5dd72408481197ecf58f6aac8,renault,PeachPuff,IGQ060
1356,True,85163737a4da4affaec3a9b1589371b5,toyota,LavenderBlush,DJT463
1357,False,e4b0e7dde59a4b4d8c198caac6ffb258,volvo,AliceBlue,NXN772
1358,True,bb933d9dfcb54351807ac8137d28cb1b,volkswagen,SpringGreen,KTT96B
1359,False,f7f32faee8f940d7a166bb887e4eb9da,nissan,DarkGray,ODF914
1360,True,a83600d996e144b4a5b72a8a3559c79e,hyundai,Gold,HHA903
1361,True,09d1aa7384f8476c90369565b2358c1e,audi,DimGray,PSA25Z
1362,False,18114d6cbff04a3fa332d1c1294f88e1,volvo,MistyRose,FGV85Z
1363,True,0525e86f9e4640d3b5fff7ad0329a20b,nissan,MediumSlateBlue,MMF484
1364,False,c5adcfecaefd4c76959660d4418e7632,mercedes,DarkGray,WQP747
1365,True,f485d6f73c504be9b0def646eb0c36f5,mercedes,DeepSkyBlue,QRN190
1366,True,db42c8cb04e448a9b2182d941b63c61f,seat,Gold,TYN99G
1367,True,a0d3752db6f44dadb6cd3a5b9e78f365,ford,SpringGreen,CEX784
1368,False,8105f86b48474587ac29ea7ddceef2c8,volvo,Violet,NVU154
1369,False,835540f1a10947f8826941796f8f6609,audi,SteelBlue,UAA26V
1370,True,a326c96dc7444bcd974626d4ff10d44b,seat,LightSalmon,WWP015
1371,True,c720afd3f30449c0b67ca8ec29013154,mercedes,MistyRose,LMJ112
1372,False,41d002e581f942a59f63357932d298a3,seat,MediumAquaMarine,S48915
1373,True,1cbbc5da25434395ad6035dfeaaa7154,hyundai,MediumOrchid,XAR101
1374,True,54b63b01d04647c0868d701aece87d65,toyota,Thistle,ONL765
1375,False,2f27b8bc518b4a8e8fe78807175d529e,volkswagen,Snow,NVU791
1376,True,5baab7b55351428cb522bd73ece14a0f,hyundai,Ivory,RKA641
1377,False,901ce5a4bcb3495489b207afaf77dd12,hyundai,SeaShell,BBE169
1378,False,3ab9e1986bd84a34bc6f6bbdb7c392d8,renault,MistyRose,TPC23H
1379,True,b8a52db2fce046e4a9db2f75a2a060c7,volvo,HotPink,VWL43L
1380,True,69546b11dbf1417b982d957d059243b9,toyota,GoldenRod,YVT994
1381,False,664f491904734e018e3dab61769eeb59,toyota,Crimson,KLK321
1382,True,5bf63778e15b4509a5f9700b5cd853ad,audi,Yellow,IUQ491
1383,True,c9a1c1bce0b147daa527e6b4e05bf203,citroen,Violet,LDA40F
1384,True,0fd455f297f744908e3a74374787a0a2,renault,MediumSeaGreen,GGD50Z
1385,False,d6beacc5b58648d1b0a107358d94510e,volvo,SpringGreen,AKK23D
1386,False,35043808664d45e4b73ce638bc63ab6c,ford,MidnightBlue,TSV62B
1387,False,e8b07e6ce8bd435797f822b8f153895a,citroen,NavajoWhite,YBR443
1388,True,2396f631329841319f2d08c0417b9baf,toyota,Purple,YIN910
1389,True,9744bb9c9f4c4ae39555f189c24ab724,nissan,Pink,RZB217
1390,True,9803a5311b734df49cc52e0bf62e01b7,peugeot,LightSteelBlue,GIX455
1391,False,3975c36aa55340fc93902c88e89acceb,citroen,SpringGreen,VWK292
1392,True,df63590c64d14156827857ae9d80f337,volkswagen,Thistle,S22448
1393,True,25a09a44a24b485daf469bac57e36d04,nissan,Linen,T9491
1394,True,046b054a076c4c58b64fad2d1c7feb29,peugeot,Maroon,LMX186
1395,True,57d8c9df1f154f608d0d92ce0529068f,kia,Silver,OOE83C
1396,True,e5aaa43e29974d63b7dd652e55accb00,nissan,Moccasin,QDA12K
1397,True,ecb5be7b736a4c80bcb036ca0612c405,mercedes,SlateGray,SMS91H
1398,False,3014d3f93cc74b2dbe75aa4d1024e26d,volvo,LimeGreen,ZJJ49D
1399,True,6cb888110d914e97ac80057e878da105,ford,Cornsilk,FSD04B
1400,True,5401f5f9de224c8a8ff848de6d6b510a,bmw,Navy,RPC213
1401,True,fe1a9182b3a4439099520b1fa8f9ba61,audi,Black,DXD24M
1402,True,fbeac2cfd12c4d5e9f340a09c60afd76,kia,PapayaWhip,NZE239
1403,False,5490689ec26e49b1a255bccbf75800d6,mercedes,MediumSeaGreen,FNX83N
1404,False,fb72dcb88caa44bebc2c312440ad436e,bmw,PaleTurquoise,FZQ753
1405,False,4780a84b071940e380b4353d3a8a2b28,volvo,MediumSpringGreen,WUR09B
1406,False,24f45dcab6e8454eb4af2eae4aedd089,seat,BlanchedAlmond,GXD839
1407,False,0910a16461e347198610e99df70ba2f2,peugeot,DarkOliveGreen,ART041
1408,True,eb6fd55159a24abdb65b1bc09f6e683b,hyundai,LightSeaGreen,QKZ82E
1409,False,e95d72d6477c45c78b33477b1400fd60,volkswagen,MediumVioletRed,ASC10F
1410,False,63a755206cfa4c748036378011af8892,mercedes,LavenderBlush,RZS005
1411,True,04a31ec8d9764a9ebcc63efd45381cb0,hyundai,GhostWhite,CMI317
1412,True,c916c748240041d0a13c113651198994,peugeot,LightCoral,HEZ830
1413,False,f1545bc8b4714250b151b84b8e5b76bc,citroen,DarkRed,T5338
1414,True,9453372f50b14e70ba1878526a2293fd,nissan,LightPink,NYD52L
1415,False,820adb9f2a0b4e9a8f709cfcbf9e3057,nissan,DarkGoldenRod,DZA364
1416,True,30360ddfd8e946e585635506d2e6bdc9,bmw,Red,S54521
1417,True,f46d5cb9feee401dbd0f1a9fb548df94,volvo,Cyan,MKT804
1418,False,1c539b824199486baed9f380fab2ca30,nissan,LightPink,KJ6677
1419,False,4db991737b98410ab5eecb028294eb5b,mercedes,GoldenRod,ZOI792
1420,True,43fea558d05a47d2a6b27131316b9e71,peugeot,Olive,HTO032
1421,True,7b1742d89e084c40961bbc5781926225,audi,MistyRose,CBR697
1422,False,31217f3415fd45749f18c7b3150a1270,ford,Silver,OSX038
1423,False,5df0333705524027911ac368c7e920a9,bmw,Cyan,EBN55B
1424,False,23f97c57ba60442db2fd84ef3f8d4f93,audi,Aqua,RKN55N
1425,False,dd7980a6f2ff440dada97d23c2520f5f,bmw,RosyBrown,XHH355
1426,True,83c09370a5c644278c47c430a0d53892,volvo,MediumSlateBlue,NND50Y
1427,False,1cc8d3407ba744b184903466dca9391f,seat,LightPink,GOM15R
1428,True,78af0a36f237448caefcbebe0657ca0b,volkswagen,LightCyan,FVS647
1429,False,22ac3be8b7324891b95dceeba1bf41ea,citroen,LightSteelBlue,MEF872
1430,True,6a6d590dcca242d289e4c7f2c4ff05f4,volkswagen,GhostWhite,T7894
1431,True,59f77cefe36043cf923a6b1e22592661,nissan,SeaGreen,FMJ05X
1432,True,6c672a2097554c7d82131b12beba9866,bmw,ForestGreen,KVU874
1433,True,9da9aec204fc406ba9051d6d42b43dfc,nissan,DarkGray,S38934
1434,True,428e78a543d84e3aa0e1887cef753b7f,ford,LemonChiffon,XYZ778
1435,True,3b24857e9eb04e9195516aafa470559a,nissan,ForestGreen,ONL160
1436,True,2cfb1f010eb5474dbc4552ad097b0e2f,mercedes,DarkBlue,EMO270
1437,False,74b3332a57dc47c083c615b73d43738d,volvo,Cornsilk,XEF030
1438,True,0b6eb2aeed3140deac43473d8a93f87e,mercedes,BurlyWood,DAV52G
1439,True,2efa429474e24453af574219571dfbec,citroen,Salmon,ODU814
1440,False,6f363ec53f6840f683c5fd1bc330c7b1,bmw,DeepSkyBlue,R85942
1441,False,bd6910eff8864bfcbdfc84afa9369e64,toyota,Red,MVT82M
1442,False,68181f99191c43b89356a22f3f35b23b,volvo,LightSalmon,VEK528
1443,True,5a3abf4238164d5ea7b7e5f05fe3b46b,hyundai,DeepSkyBlue,PRA065
1444,False,88dd4dc1e98146e0a9038015691aba6e,citroen,Lavender,OMR484
1445,False,83d5c34c50914364ae374726f9894e0d,bmw,CornflowerBlue,T8146
1446,True,5dad39fbdf7d4871a6f5d2f67117f3e4,peugeot,DarkOrchid,UFD71W
1447,True,7c03cba339ef453b8417ef36eccc0f09,citroen,Peru,FDL80Y
1448,True,75cb648d2f934cde88af32eab7db8999,citroen,NavajoWhite,NFM978
1449,True,fb98e7cb078249d9aeabc3e6ee702a5e,ford,LightSalmon,EIL750
1450,False,1bfe5399ce00470c8fd56ecfba6f36c3,toyota,BlanchedAlmond,PCR399
1451,False,47787a3823b84e7fa7f803ffbefc00bf,volkswagen,Green,EOK276
1452,False,66bd3e051e8545c48fad7ffa40408c62,nissan,Maroon,T5719
1453,False,882a324a83344d9faa217a8721c08371,bmw,ForestGreen,XVS48A
1454,True,b05a2df29ce64b8aa8a4b2625ab2b418,kia,MidnightBlue,VCD32V
1455,True,9f9fa9918d1b4c27bab7b78937a2eb9a,volkswagen,Thistle,ACY073
1456,True,e9c0256d369a4ebe95c63b11b3b8dc09,audi,MediumSeaGreen,NIY77P
1457,True,3ef835de7415451aa663ebabedbf0c07,citroen,MediumSpringGreen,MAI018
1458,True,fd88259e8dc1412ca4402163b77f44e5,ford,WhiteSmoke,ZTM308
1459,False,76cd97c6050e4e44bac3c2607bb0a87f,nissan,PowderBlue,ASZ000
1460,False,601e76e69c2649d591b976e1fb83a43c,audi,Snow,REH80S
1461,False,d9206b8eb7174038979f07708fe577b1,ford,GoldenRod,KQJ547
